,address,districtCode,districtName,id,name,nearbyStations,stationType,zipCode,lat,lon
0,003 - Reforma - Insurgentes,1,Ampliación Granada,3,3 REFORMA-INSURGENTES,"[8, 20, 86]","BIKE,TPV",06500,19.431655,-99.158668
1,012 - Río Lerma - Villalongin,1,Ampliación Granada,12,12 RIO LERMA-VILLALONGIN,"[11, 19, 20, 85]",BIKE,06500,19.432313,-99.161597
2,013 - Reforma - Rio Rodano,1,Ampliación Granada,13,13 REFORMA-RIO RODANO,"[7, 14, 21]","BIKE,TPV",06500,19.423778,-99.175558
3,016 - Reforma - Rio Guadalquivir,1,Ampliación Granada,16,16 REFORMA-RIO GUADALQUIVIR,"[9, 23, 24]",BIKE,06500,19.42653,-99.169164
4,017 - Reforma - Rio Tiber,1,Ampliación Granada,17,17 REFORMA-RIO TIBER,"[16, 18, 25]","BIKE,TPV",06500,19.427501,-99.167125
5,019 - Reforma - Rio Neva,1,Ampliación Granada,19,19 REFORMA-RIO NEVA,"[12, 20, 27]","BIKE,TPV",06500,19.43001,-99.161675
6,021 - Reforma - Lieja,1,Ampliación Granada,21,21 REFORMA-LIEJA,"[7, 13, 14, 28]","BIKE,TPV",06500,19.423317,-99.175124
7,036 - Puebla - Veracruz,1,Ampliación Granada,36,36 PUEBLA-VERACRUZ,"[37, 41, 44]","BIKE,TPV",06140,19.419725,-99.175778
8,047 - Glorieta Cibeles - Oaxaca,1,Ampliación Granada,47,47 GLORIETA CIBELES-OAXACA,"[42, 51, 56]","BIKE,TPV",06700,19.419515,-99.166299
9,041 - Reforma - Av. de la República,1,Ampliación Granada,41,41 REFORMA-AV. DE LA REPUBLICA,[29],"BIKE,TPV",06700,19.435637,-99.150137
10,055 - 5 de Mayo - Bolívar,1,Ampliación Granada,55,55 5 DE MAYO-BOLIVAR,"[65, 87, 88]","BIKE,TPV",06700,19.434356,-99.138064
11,057 - Cuernavaca - Juan Escutia,1,Ampliación Granada,57,57 CUERNAVACA-JUAN ESCUTIA,"[48, 49, 50, 62]",BIKE,06140,19.414903,-99.17495
12,066 - Mazatlán - Francisco Marquez,1,Ampliación Granada,66,66 MAZATLAN-FRANCISCO MARQUEZ,"[65, 72]",BIKE,06170,19.411402,-99.178666
13,074 - Nuevo León - Ozulama,1,Ampliación Granada,74,74 NUEVO LEON-OZULAMA,"[63, 68, 71]",BIKE,06100,19.410343,-99.172831
14,063 - Nuevo León - Laredo,1,Ampliación Granada,63,63 NUEVO LEON- LAREDO,"[70, 76, 77]","BIKE,TPV",06100,19.413681,-99.171531
15,070 - Parque México - Michoacan,1,Ampliación Granada,70,70 PARQUE MEXICO-MICHOACAN,"[69, 71, 76]","BIKE,TPV",06100,19.411272,-99.169718
16,088 - 2a Cerrada de 5 de Mayo - Palma,1,Ampliación Granada,88,88 2A CDA 5 DE MAYO-PALMA,"[55, 89]",BIKE,,19.433815,-99.135303
17,072 - Mazatlán - Alfonso Reyes,1,Ampliación Granada,72,72 MAZATLAN-ALFONSO REYES,"[65, 66, 75]",BIKE,06170,19.409893,-99.179544
18,086 - Sullivan-Insurgentes,1,Ampliación Granada,86,86 SULLIVAN-INSURGENTES,"[12, 20]","BIKE,TPV",06470,19.432378,-99.159077
19,110 - Dr. Valenzuela-Dr. Río de la loza,1,Ampliación Granada,110,110 DR. VALENZUELA-DR. RÍO DE LA LOZA,"[107, 108, 122]",BIKE,,19.42513,-99.14339
20,112 - Av. Morelos-Abraham González,1,Ampliación Granada,112,112 AV. MORELOS-ABRAHAM GONZALEZ,"[98, 113, 114]",BIKE,06500,19.432819,-99.151734
21,123 - Claudio Bernard-Dr. Lavista,1,Ampliación Granada,123,123 CLAUDIO BERNARD-DR. LAVISTA,"[124, 125, 133]",BIKE,06500,19.424161,-99.153117
22,102 - Echeveste-Bolivar,1,Ampliación Granada,102,102 ECHEVESTE-BOLIVAR,"[101, 104, 109]",BIKE,,19.42821,-99.13949
23,150 - Campeche-Medellín,1,Ampliación Granada,150,150 CAMPECHE-MEDELLÍN,"[146, 151, 152]",BIKE,,19.409965,-99.164292
24,154 - Tuxpan-Tlaxcala,1,Ampliación Granada,154,154 TUXPAN-TLAXCALA,"[152, 153, 157]","BIKE,TPV",,19.406683,-99.167962
25,171 - Comercio-Jose Martí,1,Ampliación Granada,171,171 COMERCIO-JOSE MARTÍ,"[167, 168, 173]",BIKE,,19.402584,-99.178199
26,173 - Minería-Jose Martí,1,Ampliación Granada,173,173 MINERÍA-JOSÉ MARTÍ,"[168, 169, 171]",BIKE,,19.401682,-99.176398
27,174 - Joaquín Garcia-Ignacio Manuel Altamirano,1,Ampliación Granada,174,174 JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO,"[160, 183, 254]","BIKE,TPV",,19.44111,-99.16164
28,204 - Temistocles-Homero,1,Ampliación Granada,204,204 TEMISTOCLES-HOMERO,"[196, 200, 245]",BIKE,11510,19.435882,-99.19152
29,197 - Miguel de Cervantes Saavedra-Ferrocarril de Cuernavaca,1,Ampliación Granada,197,197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,[197],"BIKE,TPV",,19.440077,-99.204316
30,227 - Campos Elíseos-Periférico,1,Ampliación Granada,227,227 CAMPOS ELÍSEOS-PERIFÉRICO,"[213, 219, 220]",BIKE,,19.431791,-99.207373
31,181 - Benjamin Franklin-Saltillo,1,Ampliación Granada,181,181 BENJAMIN FRANKLIN-SALTILLO,"[168, 169, 179]",BIKE,,19.404976,-99.175095
32,232 - Taine -  Rubén Darío,1,Ampliación Granada,232,232 TAINE-RUBEN DARÍO ,"[224, 225, 226]",BIKE,,19.42894,-99.185389
33,237 - Andrés Bello-Elliot,1,Ampliación Granada,237,237 ANDRÉS BELLO-ELLIOT ,"[193, 234, 238]","BIKE,TPV",,19.426744,-99.193986
34,238 - Andrés Bello-Elliot,1,Ampliación Granada,238,238 ANDRÉS BELLO-ELLIOT ,"[193, 234, 237]",BIKE,,19.426765,-99.193752
35,234 - Tres Picos-Arquímides,1,Ampliación Granada,234,234 TRES PICOS-ARQUÍMIDES ,"[192, 193, 231]",BIKE,,19.42783,-99.191539
36,243 - Miguel de Cervantes Saavedra-Lago Filt,1,Ampliación Granada,243,243 MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT ,"[199, 242, 244]",BIKE,11510,19.440839,-99.196712
37,248 - Shakespeare-Lafayette,1,Ampliación Granada,248,248 SHAKESPEARE-LAFAYETTE ,"[246, 247, 249]",BIKE,11510,19.43175,-99.177399
38,250 - Darwin-Mariano Escobedo,1,Ampliación Granada,250,250 DARWIN-MARIANO ESCOBEDO ,"[239, 249, 252]","BIKE,TPV",11510,19.429057,-99.17966
39,253 - Dante-Tolstoi,1,Ampliación Granada,253,253 DANTE-TOLSTOI ,"[195, 252, 261]","BIKE,TPV",11510,19.425835,-99.177924
40,255-Jose Rosas Moreno-Guillermo Prieto,1,Ampliación Granada,255,255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,"[160, 183, 257]",BIKE,,19.437159,-99.161808
41,259 - Tómas Alva Edison-Ponciano Arriaga,1,Ampliación Granada,259,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,[256],BIKE,,19.43757,-99.15468
42,264 - H. Ferrocarrileros - Jesús Garcia ,1,Ampliación Granada,264,264 HÉROES FERROCARRILEROS-AV. CENTRAL,"[265, 266, 268]",BIKE,,19.440985,-99.152935
43,265 - Jesús Garcia-Héroes Ferrocarrileros,1,Ampliación Granada,265,265 HÉROES FERROCARRILEROS-JESÚS GARCIA,"[264, 275]","BIKE,TPV",,19.440839,-99.152265
44,273 Luis Donaldo Colosio - Av. Jesus Garcia,1,Ampliación Granada,273,273 LUIS DONALDO COLOSIO-AV. CENTRAL,"[176, 268, 274]",BIKE,,19.442707,-99.152956
45,277 - Ampliación Tonalá-Obrero Mundial,1,Ampliación Granada,277,277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,"[165, 276, 280]",BIKE,3020,19.401807,-99.15909
46,278 - Mier Y Pesado-Obrero Mundial,1,Ampliación Granada,278,278 MIER Y PESADO-OBRERO MUNDIAL,"[164, 279, 282]",BIKE,3103,19.40071,-99.163831
47,271 Av. Jesús García - J. Meneses,1,Ampliación Granada,271,271 AV. CENTRAL-J. MENESES ,"[266, 267, 272]",BIKE,,19.442689,-99.152465
48,283 - Av. Coyoacán-Rafael Donde,1,Ampliación Granada,283,283 AV. COYOACÁN-RAFAEL DONDE,"[279, 292, 293]",BIKE,3103,19.39827,-99.167383
49,288 - 11 De Abril-Avenida 2,1,Ampliación Granada,288,288 11 DE ABRIL-AVENIDA 2,"[287, 310, 311]",BIKE,3800,19.396333,-99.183575
50,305 - Avenida Del Parque-Arizona,1,Ampliación Granada,305,305 AVENIDA DEL PARQUE-ARIZONA,"[304, 306, 307]","BIKE,TPV",3810,19.394693,-99.175531
51,308 - Nueva York-Arizona,1,Ampliación Granada,308,308 NUEVA YORK-ARIZONA,"[306, 307, 309]",BIKE,3810,19.393594,-99.178072
52,310 - Calle 1-Av. Patriotismo,1,Ampliación Granada,310,310 CALLE 1-AV. PATRIOTISMO,"[309, 311, 312]",BIKE,3800,19.395319,-99.181733
53,311 - Calle 5-Avenida Revolución,1,Ampliación Granada,311,311 CALLE 5-AVENIDA REVOLUCIÓN,"[310, 312, 328]",BIKE,3800,19.393665,-99.185391
54,313 - Pennsylvania-Oklahoma,1,Ampliación Granada,313,313 PENNSYLVANIA-OKLAHOMA,"[308, 309, 314]",BIKE,3810,19.391431,-99.178989
55,321 - Torres Adalid-Anaxágoras,1,Ampliación Granada,321,321 TORRES ADALID-ANAXÁGORAS,"[320, 322, 340]",BIKE,3020,19.389477,-99.157513
56,322 - Heriberto Frías-Concepción Beistegui,1,Ampliación Granada,322,322 HERIBERTO FRÍAS-CONCEPCIÓN BEISTEGUI,"[321, 323, 339]",BIKE,3020,19.388528,-99.160616
57,325 - Providencia -Avenida Del Valle,1,Ampliación Granada,325,325 PROVIDENCIA -AVENIDA DEL VALLE,"[316, 335, 336]",BIKE,3100,19.3881779,-99.1696894
58,347 - Pennsylvania-Maximino Avila Camacho,1,Ampliación Granada,347,347 PENNSYLVANIA-MAXIMINO AVILA CAMACHO,"[334, 346, 348]","BIKE,TPV",3710,19.384378,-99.176097
59,350 - Jose Clemente Orozco-Correggio,1,Ampliación Granada,350,350 JOSE CLEMENTE OROZCO-CORREGGIO,"[349, 352]",BIKE,3710,19.384062,-99.181482
60,356 - Matias Romero -Adolfo Prieto,1,Ampliación Granada,356,356 MATIAS ROMERO -ADOLFO PRIETO,"[355, 357, 372]",BIKE,3100,19.381292,-99.170171
61,361 - Porfirio Díaz-Av. Insurgentes,1,Ampliación Granada,361,361 PORFIRIO DÍAZ-AV. INSURGENTES,"[354, 369, 370]",BIKE,3100,19.3804457,-99.1762233
62,368 - Porfirio Díaz-Cincinatti,1,Ampliación Granada,368,368 PORFIRIO DÍAZ-CINCINATTI ,"[366, 367, 369]",BIKE,3740,19.379246,-99.179344
63,369 - Porfirio Díaz-Av. Insurgentes,1,Ampliación Granada,369,369 PORFIRIO DÍAZ-AV. INSURGENTES,"[367, 368]","BIKE,TPV",3740,19.379884,-99.177478
64,372 - Dr. Roberto Gayol-Tlacoquemecatl,1,Ampliación Granada,372,372 DR. ROBERTO GAYOL-TLACOQUEMECATL,"[373, 378, 379]","BIKE,TPV",3104,19.37797,-99.170289
65,379 - Dr. Roberto Gayol-Miguel Laurent,1,Ampliación Granada,379,379 DR. ROBERTO GAYOL-MIGUEL LAURENT,"[378, 380, 395]",BIKE,3104,19.375751,-99.17084
66,402 - Uxmal-Municipio Libre,1,Ampliación Granada,402,402 UXMAL-MUNICIPIO LIBRE,"[401, 403, 405]","BIKE,TPV",3310,19.3709452,-99.1587223
67,416 - Recreo-Parroquía,1,Ampliación Granada,416,416 RECREO-PARROQUÍA,"[390, 391, 415]",BIKE,3104,19.371308,-99.177607
68,437 - Moras-Comunal,1,Ampliación Granada,437,437 MORAS-COMUNAL,"[423, 436, 438]",BIKE,3240,19.36480833,-99.17602222
69,438 - Adolfo Prieto-José María Olloqui,1,Ampliación Granada,438,438 ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI,"[434, 435, 437]",BIKE,3240,19.36479722,-99.17458333
70,443 - Bruno Trave-Avenida México-Coyoacan,1,Ampliación Granada,443,443 BRUNO TRAVEN-GOLONDRINAS,"[432, 442, 444]",BIKE,3340,19.359655,-99.162025
71,440 - Real De Mayorazgo-Puente Xoco,1,Ampliación Granada,440,440 REAL DE MAYORAZGO-PUENTE XOCO,"[433, 439, 441]",BIKE,3330,19.36065,-99.168669
72,251 - Goethe-Darwin,2,Anzures,251,251 GOETHE-DARWIN ,"[248, 249, 252]",BIKE,11510,19.429261,-99.17538
73,252 - Víctor Hugo-Shakespeare,2,Anzures,252,252 VICTOR HUGO-SHAKESPEARE ,"[249, 251, 253]",BIKE,11510,19.427575,-99.17702
74,249 - Shakespeare-Darwin,2,Anzures,249,249 SHAKESPEARE-DARWIN ,"[248, 250, 251]",BIKE,11510,19.429877,-99.177569
75,246 - Leibnitz-Thiers,2,Anzures,246,246 LEIBNITZ-THIERS,"[207, 247, 248]",BIKE,11510,19.434147,-99.179835
76,247 - Herschel-Rousseau,2,Anzures,247,247 HERSCHEL-ROUSSEAU ,"[226, 239, 246]",BIKE,11510,19.432102,-99.180565
77,436 - Rodriguez Saro-Bufallo,ACA,Acacias,436,436 RODRIGUEZ SARO-BUFALLO,"[422, 423, 437]",BIKE,3240,19.366217,-99.177819
78,439 - Amores-Avenida Coyoacán,ACA,Acacias,439,439 AMORES-AVENIDA COYOACÁN,"[433, 434, 438]",BIKE,3240,19.36218889,-99.17246667
79,423 - Moras-José María Rico (Eje 8),ACA,Acacias,423,423 MORAS-JOSÉ MARÍA RICO (EJE 8),"[422, 436, 437]",BIKE,3240,19.367631,-99.175342
80,435 - Rodriguez Saro-Avenida Coyoacán,ACT,Actipan,435,435 RODRIGUEZ SARO-AVENIDA COYOACÁN,"[433, 434, 438]",BIKE,3230,19.365154,-99.172906
81,420 - María Luz Bringas-Oso,ACT,Actipan,420,420 MARÍA LUZ BRINGAS-OSO,"[418, 419, 421]",BIKE,3230,19.369723,-99.17964
82,421 - María Luz Bringas-Oso,ACT,Actipan,421,421 MARÍA LUZ BRINGAS-OSO,"[419, 420, 422]",BIKE,3230,19.369467,-99.179401
83,422 - Bufalo-José María Rico (Eje 8),ACT,Actipan,422,422 BUFALO-JOSÉ MARÍA RICO (EJE 8),"[421, 423, 436]",BIKE,3230,19.368356,-99.177487
84,349 - Augusto Rodin-Avenida San Antonio,AMN,Ampliación Nápoles,349,349 AUGUSTO RODIN-AVENIDA SAN ANTONIO,"[332, 348, 350]",BIKE,3840,19.385688,-99.180857
85,334 - Nuerva York-Av. Insurgentes,AMN,Ampliación Nápoles,334,334 NUEVA YORK-AV. INSURGENTES,"[326, 335, 346]",BIKE,3840,19.386568,-99.175089
86,326 - Eugenia-Nebraska,AMN,Ampliación Nápoles,326,326 EUGENIA-NEBRASKA,"[327, 334, 335]",BIKE,3840,19.388978,-99.174811
87,266 - Av. Jesús Garcia -  Carlos J. Meneses,BUE,Buenavista,266,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,"[267, 268, 269]","BIKE,TPV",,19.444031,-99.152187
88,267 - Carlos J. Meneses - Av. jesús García,BUE,Buenavista,267,267 AV. JESÜS GARCÏA-CARLOS J. MENESES,"[176, 266, 271]",BIKE,,19.443735,-99.152203
89,268 Luis Donaldo Colosio - Av. Jesus Garcia,BUE,Buenavista,268,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ,"[176, 269, 273]",BIKE,,19.442448,-99.151586
90,269 Luis Donaldo Colosio - Aldama,BUE,Buenavista,269,269 LUIS DONALDO COLOSIO-ALDAMA ,"[176, 268, 273]",BIKE,,19.442467,-99.151658
91,271 Av. Jesus Garcia - J. Meneses,BUE,Buenavista,272,272 AV. CENTRAL-J. MENESES ,"[266, 267, 271]",BIKE,,19.443467,-99.152491
92,274 Luis Donaldo Colosio - Av. Insurgentes Norte,BUE,Buenavista,274,274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE ,"[176, 268, 273]",BIKE,,19.442772,-99.153289
93,275 Héroes Ferrocarrileros - Av. Jesús García,BUE,Buenavista,275,275 HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE,"[264, 265]",BIKE,,19.441062,-99.153164
94,176-LUIS DONALDO COLOSIO - AV. JESÜS GARCÏA,BUE,Buenavista,176,176 AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO,"[266, 267, 272]",BIKE,,19.442689,-99.152286
95,348 - Indiana-Avenida San Antonio,CDD,Ciudad de los Deportes,348,348 INDIANA-AVENIDA SAN ANTONIO,"[347, 349, 350]",BIKE,3710,19.385365,-99.178216
96,362 - Augusto Rodin-Alberto Balderas,CDD,Ciudad de los Deportes,362,362 AUGUSTO RODIN-ALBERTO BALDERAS,"[367, 368]",BIKE,3710,19.382207,-99.181043
97,363 - Holbein-Paulo Ucello,CDD,Ciudad de los Deportes,363,363 HOLBEIN-PAULO UCELLO,"[362, 365, 367]",BIKE,3710,19.380813,-99.183851
98,353 - Carolina-Holbein,CDD,Ciudad de los Deportes,353,353 CAROLINA-HOLBEIN,"[354, 361, 362]","BIKE,TPV",3710,19.382168,-99.178808
99,260 - Av. Juárez-Balderas,CEN,Centro,260,260 AV JUAREZ-BALDERAS ,"[29, 41, 43]",BIKE,,19.435354,-99.147742
100,262 - Republica de Cuba-Republica de Brasil,CEN,Centro,262,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL ,"[91, 92, 93]","BIKE,TPV",,19.43693,-99.13395
101,065 - Marconi - Tacuba,CEN,Centro,65,65 MARCONI-TACUBA,"[52, 55]","BIKE,TPV",06170,19.436142,-99.139906
102,087 - Gante - Venustiano Carranza,CEN,Centro,87,87 GANTE-VENUSTIANO CARRANZA,"[88, 95, 96]","BIKE,TPV",,19.43182,-99.13974
103,105 - San Jerónimo-5 de Febrero,CEN,Centro,105,105 SAN JERONIMO-5 DE FEBRERO,"[101, 104, 106]",BIKE,06500,19.426755,-99.135014
104,106 - San Jerónimo-José María Pino Suarez,CEN,Centro,106,106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,"[100, 101, 105]",BIKE,06500,19.42649,-99.133537
105,107 - Tolsa-Balderas,CEN,Centro,107,107 TOLSA-BALDERAS,"[98, 108, 122]",BIKE,06500,19.427329,-99.149971
106,108 - Tolsa-Balderas,CEN,Centro,108,108 TOLSA-BALDERAS,"[98, 107, 122]","BIKE,TPV",06500,19.427305,-99.149533
107,109 - Nezahualcóyotl-Isabel la Católica,CEN,Centro,109,109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,"[104, 105, 106]",BIKE,06500,19.425311,-99.137421
108,089 - República de Guatemala - Monte de Piedad,CEN,Centro,89,89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,"[88, 90]","BIKE,TPV",,19.434946,-99.133989
109,090 - José María Pino Suárez - Corregidora,CEN,Centro,90,90 JOSE MARIA PINO SUAREZ-CORREGIDORA,"[88, 89]","BIKE,TPV",,19.431698,-99.132446
110,091 - Republica de Cuba-Allende,CEN,Centro,91,91 REPUBLICA DE CUBA-ALLENDE,"[90, 92, 93]",BIKE,06500,19.4374,-99.137571
111,092 - San Ildefonso-República de Argentina,CEN,Centro,92,92 SAN ILDEFONSO-REPUBLICA DE ARGENTINA,"[90, 91, 93]",BIKE,06500,19.436531,-99.131497
112,093 - Palma Norte-Republica de Cuba,CEN,Centro,93,93 PALMA NORTE-REPUBLICA DE CUBA,"[90, 91, 92]",BIKE,06500,19.436741,-99.134811
113,94 - Lic. Verdad-Moneda,CEN,Centro,94,94 LIC. VERDAD-MONEDA,[94],BIKE,,19.433766,-99.130918
114,095 - 20 de Noviembre-Venustiano Carranza,CEN,Centro,95,95 20 DE NOVIEMBRE-VENUSTIANO CARRANZA,"[93, 96, 97]",BIKE,06500,19.430722,-99.133698
115,096 - López-Ayuntamiento,CEN,Centro,96,96 LOPEZ-AYUNTAMIENTO,[98],BIKE,06500,19.430625,-99.14248
116,097 - Republica de Salvador-Pino Suarez,CEN,Centro,97,97 REPUBLICA DE SALVADOR-PINO SUAREZ,"[90, 100]","BIKE,TPV",06500,19.429189,-99.132759
117,098 - Emilio Dondé-Av. Balderas,CEN,Centro,98,98 EMILIO DONDE-AV. BALDERAS,"[107, 108]",BIKE,06500,19.430267,-99.14861
118,99 - Ernesto Pugibet-Luis Moya,CEN,Centro,99,99 ERNESTO PUGIBET-LUIS MOYA,"[96, 98, 122]",BIKE,,19.42995,-99.14591
119,100 - 20 de Noviembre-Mesones,CEN,Centro,100,100 20 DE NOVIEMBRE-MESONES,"[95, 97, 101]",BIKE,06500,19.428485,-99.1338
120,1ER. CALLEJÓN DE MESONES - MESONES,CEN,Centro,101,101 1ER. CALLEJÓN DE MESONES-MESONES,"[100, 104, 105]",BIKE,,19.428366,-99.135895
121,082 - Independencia - Marroquí,CEN,Centro,82,82 INDEPENDENCIA-MARROQUI,"[43, 48]","BIKE,TPV",06100,19.433115,-99.143686
122,052 - Dolores - Juárez,CEN,Centro,52,52 HIDALGO-TRUJANO,[43],"BIKE,TPV",06140,19.436236,-99.142039
123,048 - Independencia - Azueta,CEN,Centro,48,48 INDEPENDENCIA-AZUETA,"[43, 82]",BIKE,06700,19.433686,-99.146557
124,043 - Revillagigedo - Juárez,CEN,Centro,43,43 JUAREZ-REVILLAGIGEDO,"[52, 82]","BIKE,TPV",06700,19.435228,-99.146063
125,029 - Reforma - Bucareli,CEN,Centro,29,29 REFORMA-BUCARELI,[41],"BIKE,TPV",06500,19.434913,-99.149939
126,192 - Rubén Darío-Reforma,CHA,Bosque de Chapultepec,192,192 RUBEN DARIO-REFORMA,"[193, 234, 238]","BIKE,TPV",11510,19.42592,-99.190755
127,193 - Rubén Darío.Reforma,CHA,Bosque de Chapultepec,193,193 RUBEN DARIO-REFORMA,"[192, 234, 238]",BIKE,11510,19.425907,-99.190733
128,194 - Av. Paseo de la Reforma-Circuito Mahatma Gandhi,CHA,Bosque de Chapultepec,194,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,"[195, 253, 261]","BIKE,TPV",11510,19.424282,-99.180334
129,195 - Circuito Mahatma Gandhi-Av. Paseo de la Reforma,CHA,Bosque de Chapultepec,195,195 AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI,"[194, 253, 261]","BIKE,TPV",,19.424926,-99.185147
130,258 - Circuito Interior-Juan Escutia,CON,Condesa,258,258 CIRCUITO INTERIOR-JUAN ESCUTIA ,"[36, 49, 53]",BIKE,,19.4167,-99.1791
131,049 - Mazatlán - Juan de la Barrera,CON,Condesa,49,49 MAZATLAN-JUAN DE LA BARRERA,"[41, 44, 50, 60]",BIKE,06140,19.416712,-99.175704
132,050 - Cuernavaca - Veracruz,CON,Condesa,50,50 CUERNAVACA-VERACRUZ,"[44, 49, 57, 58]",BIKE,06140,19.416938,-99.173648
133,053 - Fernando Montes de Oca - Tula,CON,Condesa,53,53 FERNANDO MONTES DE OCA-TULA,"[52, 60, 65, 66]",BIKE,06140,19.414773,-99.178433
134,054 - Parque España - Sonora,CON,Condesa,54,54 PARQUE ESPAÑA-SONORA,"[50, 51, 58, 63]","BIKE,TPV",06700,19.416215,-99.170825
135,058 - Parque España - Juan de la Barrera,CON,Condesa,58,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,"[50, 54, 61, 63]",BIKE,06140,19.41568,-99.171793
136,067 - Vicente Suárez - Michoacan,CON,Condesa,67,67 VICENTE SUAREZ-MICHOACAN,"[62, 66, 68]",BIKE,06170,19.411797,-99.17588
137,068 - Tamaulipas - Michoacan,CON,Condesa,68,68 TAMAULIPAS-MICHOACAN,"[67, 71, 74]","BIKE,TPV",06170,19.411556,-99.17406
138,060 - Mazatlán - Fernando Montes de Oca,CON,Condesa,60,60 MAZATLAN-FERNANDO MONTES DE OCA,"[23, 52, 62, 66]",BIKE,06140,19.414191,-99.177123
139,062 - Fernando Montes de Oca - Amatlan,CON,Condesa,62,62 FERNANDO MONTES DE OCA-AMATLAN,"[67, 71, 74]",BIKE,06140,19.413322,-99.175202
140,011 - Río Amazonas - Rio Lerma,CUA,Cuauhtémoc,11,11 RIO AMAZONAS-RIO LERMA,"[3, 12, 19]",BIKE,06500,19.430992,-99.163593
141,020 - Reforma- Rio Tamesis,CUA,Cuauhtémoc,20,20 REFORMA-RIO TAMESIS,"[12, 19, 27]",BIKE,06500,19.430964,-99.160206
142,018 - Reforma - Rio Sena,CUA,Cuauhtémoc,18,18 REFORMA-RIO SENA,"[17, 25]","BIKE,TPV",06500,19.42836,-99.165543
143,014 - Reforma - Rio de Plata,CUA,Cuauhtémoc,14,14 REFORMA-RIO DE PLATA,"[13, 21, 22, 28]",BIKE,06500,19.424768,-99.173261
144,015 - Reforma - Rio Mississippi,CUA,Cuauhtémoc,15,15 REFORMA-RIO MISSISSIPPI,"[14, 16, 22, 23]","BIKE,TPV",06500,19.425477,-99.171567
145,004 - Río Nilo - Río Panuco,CUA,Cuauhtémoc,4,4 RIO NILO-RIO PANUCO,"[5, 8, 9, 10]",BIKE,06500,19.428309,-99.171713
146,005 - Río Pánuco Río Tiber,CUA,Cuauhtémoc,5,5 RIO PANUCO-RIO TIBER,"[2, 4, 9, 10]",BIKE,06500,19.42972,-99.169363
